"2024","01112","05","G9037","  ","0000049.10","0000049.10"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","01112","09","G9037","  ","0000049.61","0000049.61"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","01112","51","G9037","  ","0000046.50","0000046.50"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","01112","52","G9037","  ","0000049.14","0000049.14"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","01112","53","G9037","  ","0000046.43","0000046.43"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","01112","54","G9037","  ","0000041.64","0000041.64"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","01112","55","G9037","  ","0000041.45","0000041.45"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","01112","56","G9037","  ","0000041.45","0000041.45"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","01112","57","G9037","  ","0000041.45","0000041.45"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","01112","58","G9037","  ","0000041.45","0000041.45"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","01112","59","G9037","  ","0000041.45","0000041.45"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","01112","60","G9037","  ","0000041.45","0000041.45"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","01112","61","G9037","  ","0000041.45","0000041.45"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","01112","62","G9037","  ","0000041.89","0000041.89"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","01112","63","G9037","  ","0000043.07","0000043.07"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","01112","64","G9037","  ","0000043.26","0000043.26"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","01112","65","G9037","  ","0000049.80","0000049.80"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","01112","66","G9037","  ","0000043.79","0000043.79"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","01112","67","G9037","  ","0000044.43","0000044.43"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","01112","68","G9037","  ","0000041.45","0000041.45"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","01112","69","G9037","  ","0000041.45","0000041.45"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","01112","70","G9037","  ","0000041.45","0000041.45"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","01112","75","G9037","  ","0000041.45","0000041.45"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","01182","17","G9037","  ","0000043.57","0000043.57"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","01182","18","G9037","  ","0000044.14","0000044.14"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","01182","71","G9037","  ","0000041.46","0000041.46"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","01182","72","G9037","  ","0000043.66","0000043.66"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","01182","73","G9037","  ","0000042.22","0000042.22"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","01182","74","G9037","  ","0000043.21","0000043.21"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","01212","01","G9037","  ","0000042.29","0000042.29"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","01312","00","G9037","  ","0000039.74","0000039.74"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","02102","01","G9037","  ","0000050.48","0000050.48"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","02202","00","G9037","  ","0000037.42","0000037.42"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","02302","01","G9037","  ","0000041.80","0000041.80"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","02302","99","G9037","  ","0000039.19","0000039.19"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","02402","02","G9037","  ","0000044.89","0000044.89"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","02402","99","G9037","  ","0000040.60","0000040.60"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","03102","00","G9037","  ","0000039.26","0000039.26"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","03202","01","G9037","  ","0000039.92","0000039.92"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","03302","01","G9037","  ","0000039.30","0000039.30"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","03402","02","G9037","  ","0000039.12","0000039.12"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","03502","09","G9037","  ","0000038.54","0000038.54"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","03602","21","G9037","  ","0000039.60","0000039.60"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","04112","01","G9037","  ","0000040.91","0000040.91"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","04212","05","G9037","  ","0000038.37","0000038.37"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","04312","00","G9037","  ","0000037.56","0000037.56"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","04412","09","G9037","  ","0000040.06","0000040.06"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","04412","11","G9037","  ","0000040.13","0000040.13"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","04412","15","G9037","  ","0000040.02","0000040.02"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","04412","18","G9037","  ","0000040.81","0000040.81"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","04412","20","G9037","  ","0000037.97","0000037.97"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","04412","28","G9037","  ","0000039.98","0000039.98"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","04412","31","G9037","  ","0000040.73","0000040.73"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","04412","99","G9037","  ","0000038.78","0000038.78"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","05102","00","G9037","  ","0000037.51","0000037.51"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","05202","00","G9037","  ","0000037.49","0000037.49"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","05302","01","G9037","  ","0000038.99","0000038.99"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","05302","02","G9037","  ","0000038.91","0000038.91"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","05302","99","G9037","  ","0000037.14","0000037.14"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","05402","00","G9037","  ","0000037.39","0000037.39"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","06102","12","G9037","  ","0000039.38","0000039.38"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","06102","15","G9037","  ","0000041.76","0000041.76"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","06102","16","G9037","  ","0000041.88","0000041.88"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","06102","99","G9037","  ","0000038.72","0000038.72"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","06202","00","G9037","  ","0000039.50","0000039.50"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","06302","00","G9037","  ","0000038.21","0000038.21"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","07102","13","G9037","  ","0000036.55","0000036.55"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","07202","01","G9037","  ","0000038.88","0000038.88"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","07202","99","G9037","  ","0000037.58","0000037.58"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","07302","00","G9037","  ","0000036.73","0000036.73"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
"2024","08102","00","G9037","  ","0000037.73","0000037.73"," ","0","A","0","0000000.00","0000000.00","9","0000000.00","0000000.00"
